name,team,position,price,gw,opponent,home,minutes,points,goals,assists,xG,xA,xGC,CS,BPS,YC,RC,fixture_id,kickoff_time
David Raya Martín,Arsenal,Goalkeeper,6.0,1,Man Utd,False,90,10,0,0,0.00,0.00,1.52,1,38,1,0,9,2025-08-17T15:30:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,2,Leeds,True,90,6,0,0,0.00,0.00,0.17,1,28,0,0,11,2025-08-23T16:30:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,3,Liverpool,False,90,2,0,0,0.00,0.02,0.52,0,12,0,0,25,2025-08-31T15:30:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,4,Nott'm Forest,True,90,6,0,0,0.00,0.00,0.20,1,24,0,0,31,2025-09-13T11:30:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,5,Man City,True,90,2,0,0,0.00,0.01,0.89,0,13,0,0,41,2025-09-21T15:30:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,6,Newcastle,False,90,2,0,0,0.00,0.01,0.61,0,11,0,0,58,2025-09-28T15:30:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,7,West Ham,True,90,6,0,0,0.00,0.00,0.49,1,20,0,0,61,2025-10-04T14:00:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,8,Fulham,False,90,6,0,0,0.00,0.00,0.44,1,21,0,0,74,2025-10-18T16:30:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,9,Crystal Palace,True,90,6,0,0,0.00,0.00,0.47,1,25,0,0,81,2025-10-26T14:00:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,10,Burnley,False,90,6,0,0,0.00,0.00,0.42,1,20,0,0,92,2025-11-01T15:00:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,11,Sunderland,False,90,1,0,0,0.00,0.00,0.44,0,-2,0,0,108,2025-11-08T17:30:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,12,Spurs,True,90,2,0,0,0.00,0.00,0.07,0,6,0,0,111,2025-11-23T16:30:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,13,Chelsea,False,90,3,0,0,0.00,0.00,0.79,0,12,0,0,123,2025-11-30T16:30:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,14,Brentford,True,90,6,0,0,0.00,0.00,0.35,1,26,0,0,131,2025-12-03T19:30:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,15,Aston Villa,False,90,2,0,0,0.00,0.00,2.16,0,13,0,0,141,2025-12-06T12:30:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,16,Wolves,True,90,2,0,0,0.00,0.00,0.38,0,8,0,0,151,2025-12-13T20:00:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,17,Everton,False,90,7,0,0,0.00,0.00,0.20,1,28,0,0,164,2025-12-20T20:00:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,18,Brighton,True,90,2,0,0,0.00,0.00,0.85,0,11,0,0,171,2025-12-27T15:00:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,19,Aston Villa,True,90,2,0,0,0.00,0.00,2.67,0,12,0,0,181,2025-12-30T20:15:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,20,Bournemouth,False,90,1,0,0,0.00,0.00,1.43,0,3,0,0,192,2026-01-03T17:30:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,21,Liverpool,True,90,6,0,0,0.00,0.00,0.36,1,19,0,0,201,2026-01-08T20:00:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,22,Nott'm Forest,False,90,6,0,0,0.00,0.00,0.34,1,23,0,0,217,2026-01-17T17:30:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,23,Man Utd,True,90,1,0,0,0.00,0.01,0.71,0,-3,0,0,221,2026-01-25T16:30:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,24,Leeds,False,90,6,0,0,0.00,0.00,0.15,1,24,0,0,234,2026-01-31T15:00:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,25,Sunderland,True,90,7,0,0,0.00,0.00,0.19,1,30,0,0,241,2026-02-07T15:00:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,26,Brentford,False,90,2,0,0,0.00,0.00,1.51,0,13,0,0,252,2026-02-12T20:00:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,26,Wolves,False,90,1,0,0,0.00,0.00,0.29,0,-3,0,0,310,2026-02-18T20:00:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,27,Spurs,False,90,3,0,0,0.00,0.00,0.76,0,18,0,0,269,2026-02-22T16:30:00Z
David Raya Martín,Arsenal,Goalkeeper,6.0,28,Chelsea,True,90,3,0,0,0.00,0.01,1.05,0,12,0,0,271,2026-03-01T16:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,1,Man Utd,False,90,6,0,0,0.00,0.00,1.52,1,23,0,0,9,2025-08-17T15:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,2,Leeds,True,90,6,0,0,0.04,0.01,0.17,1,26,0,0,11,2025-08-23T16:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,3,Liverpool,False,90,2,0,0,0.02,0.01,0.52,0,8,0,0,25,2025-08-31T15:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,4,Nott'm Forest,True,90,9,0,0,0.20,0.01,0.20,1,32,0,0,31,2025-09-13T11:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,5,Man City,True,90,2,0,0,0.00,0.01,0.89,0,13,0,0,41,2025-09-21T15:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,6,Newcastle,False,90,13,1,0,0.22,0.02,0.61,0,34,0,0,58,2025-09-28T15:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,7,West Ham,True,90,9,0,0,0.00,0.03,0.49,1,33,0,0,61,2025-10-04T14:00:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,8,Fulham,False,90,12,0,1,0.24,0.02,0.44,1,33,0,0,74,2025-10-18T16:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,9,Crystal Palace,True,90,9,0,0,0.10,0.03,0.47,1,32,0,0,81,2025-10-26T14:00:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,10,Burnley,False,90,12,0,1,0.00,0.52,0.42,1,39,1,0,92,2025-11-01T15:00:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,11,Sunderland,False,90,1,0,0,0.00,0.03,0.44,0,6,0,0,108,2025-11-08T17:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,12,Spurs,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,111,2025-11-23T16:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,13,Chelsea,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,123,2025-11-30T16:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,14,Brentford,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,131,2025-12-03T19:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,15,Aston Villa,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,141,2025-12-06T12:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,16,Wolves,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,151,2025-12-13T20:00:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,17,Everton,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,164,2025-12-20T20:00:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,18,Brighton,True,19,1,0,0,0.02,0.00,0.32,0,2,0,0,171,2025-12-27T15:00:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,19,Aston Villa,True,76,15,1,0,0.41,0.01,0.67,1,40,0,0,181,2025-12-30T20:15:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,20,Bournemouth,False,90,9,1,0,0.17,0.01,1.43,0,16,0,0,192,2026-01-03T17:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,21,Liverpool,True,90,6,0,0,0.14,0.05,0.36,1,25,0,0,201,2026-01-08T20:00:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,22,Nott'm Forest,False,90,8,0,0,0.14,0.01,0.34,1,28,0,0,217,2026-01-17T17:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,23,Man Utd,True,90,1,0,0,0.00,0.01,0.71,0,1,0,0,221,2026-01-25T16:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,24,Leeds,False,90,8,0,0,0.02,0.05,0.15,1,30,0,0,234,2026-01-31T15:00:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,25,Sunderland,True,90,6,0,0,0.00,0.01,0.19,1,28,0,0,241,2026-02-07T15:00:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,26,Brentford,False,90,3,0,0,0.12,0.03,1.51,0,14,1,0,252,2026-02-12T20:00:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,26,Wolves,False,90,4,0,1,0.00,0.14,0.29,0,21,0,0,310,2026-02-18T20:00:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,27,Spurs,False,90,2,0,0,0.00,0.01,0.76,0,12,0,0,269,2026-02-22T16:30:00Z
Gabriel dos Santos Magalhães,Arsenal,Defender,7.1,28,Chelsea,True,90,9,0,1,0.03,0.57,1.05,0,27,1,0,271,2026-03-01T16:30:00Z
William Saliba,Arsenal,Defender,6.1,1,Man Utd,False,90,9,0,0,0.00,0.00,1.52,1,25,0,0,9,2025-08-17T15:30:00Z
William Saliba,Arsenal,Defender,6.1,2,Leeds,True,90,6,0,0,0.00,0.01,0.17,1,27,0,0,11,2025-08-23T16:30:00Z
William Saliba,Arsenal,Defender,6.1,3,Liverpool,False,4,1,0,0,0.00,0.00,0.00,0,4,0,0,25,2025-08-31T15:30:00Z
William Saliba,Arsenal,Defender,6.1,4,Nott'm Forest,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,31,2025-09-13T11:30:00Z
William Saliba,Arsenal,Defender,6.1,5,Man City,True,90,2,0,0,0.13,0.02,0.89,0,15,0,0,41,2025-09-21T15:30:00Z
William Saliba,Arsenal,Defender,6.1,6,Newcastle,False,45,1,0,0,0.00,0.07,0.20,0,8,0,0,58,2025-09-28T15:30:00Z
William Saliba,Arsenal,Defender,6.1,7,West Ham,True,90,6,0,0,0.00,0.02,0.49,1,30,0,0,61,2025-10-04T14:00:00Z
William Saliba,Arsenal,Defender,6.1,8,Fulham,False,90,6,0,0,0.00,0.05,0.44,1,26,0,0,74,2025-10-18T16:30:00Z
William Saliba,Arsenal,Defender,6.1,9,Crystal Palace,True,45,1,0,0,0.00,0.02,0.08,0,10,0,0,81,2025-10-26T14:00:00Z
William Saliba,Arsenal,Defender,6.1,10,Burnley,False,90,6,0,0,0.00,0.01,0.42,1,29,0,0,92,2025-11-01T15:00:00Z
William Saliba,Arsenal,Defender,6.1,11,Sunderland,False,90,1,0,0,0.16,0.03,0.44,0,4,0,0,108,2025-11-08T17:30:00Z
William Saliba,Arsenal,Defender,6.1,12,Spurs,True,90,2,0,0,0.00,0.01,0.07,0,12,0,0,111,2025-11-23T16:30:00Z
William Saliba,Arsenal,Defender,6.1,13,Chelsea,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,123,2025-11-30T16:30:00Z
William Saliba,Arsenal,Defender,6.1,14,Brentford,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,131,2025-12-03T19:30:00Z
William Saliba,Arsenal,Defender,6.1,15,Aston Villa,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,141,2025-12-06T12:30:00Z
William Saliba,Arsenal,Defender,6.1,16,Wolves,True,90,2,0,0,0.00,0.02,0.38,0,14,0,0,151,2025-12-13T20:00:00Z
William Saliba,Arsenal,Defender,6.1,17,Everton,False,90,6,0,0,0.00,0.02,0.20,1,27,0,0,164,2025-12-20T20:00:00Z
William Saliba,Arsenal,Defender,6.1,18,Brighton,True,90,2,0,0,0.00,0.00,0.85,0,10,0,0,171,2025-12-27T15:00:00Z
William Saliba,Arsenal,Defender,6.1,19,Aston Villa,True,90,2,0,0,0.00,0.01,2.67,0,10,0,0,181,2025-12-30T20:15:00Z
William Saliba,Arsenal,Defender,6.1,20,Bournemouth,False,90,1,0,0,0.00,0.00,1.43,0,9,0,0,192,2026-01-03T17:30:00Z
William Saliba,Arsenal,Defender,6.1,21,Liverpool,True,90,7,0,0,0.00,0.15,0.36,1,28,0,0,201,2026-01-08T20:00:00Z
William Saliba,Arsenal,Defender,6.1,22,Nott'm Forest,False,90,8,0,0,0.09,0.02,0.34,1,28,0,0,217,2026-01-17T17:30:00Z
William Saliba,Arsenal,Defender,6.1,23,Man Utd,True,90,1,0,0,0.00,0.09,0.71,0,5,0,0,221,2026-01-25T16:30:00Z
William Saliba,Arsenal,Defender,6.1,24,Leeds,False,90,6,0,0,0.00,0.02,0.15,1,21,0,0,234,2026-01-31T15:00:00Z
William Saliba,Arsenal,Defender,6.1,25,Sunderland,True,90,7,0,0,0.00,0.02,0.19,1,28,1,0,241,2026-02-07T15:00:00Z
William Saliba,Arsenal,Defender,6.1,26,Brentford,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,252,2026-02-12T20:00:00Z
William Saliba,Arsenal,Defender,6.1,26,Wolves,False,90,1,0,0,0.00,0.01,0.29,0,7,0,0,310,2026-02-18T20:00:00Z
William Saliba,Arsenal,Defender,6.1,27,Spurs,False,90,2,0,0,0.24,0.01,0.76,0,9,0,0,269,2026-02-22T16:30:00Z
William Saliba,Arsenal,Defender,6.1,28,Chelsea,True,90,10,1,0,0.26,0.00,1.05,0,26,0,0,271,2026-03-01T16:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,1,Man Utd,False,71,13,1,0,0.91,0.01,0.87,1,33,1,0,9,2025-08-17T15:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,2,Leeds,True,63,13,0,2,0.39,0.01,0.17,1,38,0,0,11,2025-08-23T16:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,3,Liverpool,False,90,2,0,0,0.13,0.01,0.52,0,9,0,0,25,2025-08-31T15:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,4,Nott'm Forest,True,67,5,0,0,0.00,0.01,0.10,1,16,1,0,31,2025-09-13T11:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,5,Man City,True,90,2,0,0,0.14,0.05,0.89,0,7,0,0,41,2025-09-21T15:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,6,Newcastle,False,69,1,0,0,0.10,0.04,0.53,0,0,1,0,58,2025-09-28T15:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,7,West Ham,True,74,6,0,0,0.17,0.02,0.36,1,26,0,0,61,2025-10-04T14:00:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,8,Fulham,False,90,6,0,0,0.04,0.02,0.44,1,26,0,0,74,2025-10-18T16:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,9,Crystal Palace,True,81,6,0,0,0.07,0.02,0.46,1,26,0,0,81,2025-10-26T14:00:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,10,Burnley,False,71,6,0,0,0.06,0.01,0.02,1,33,0,0,92,2025-11-01T15:00:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,11,Sunderland,False,90,1,0,0,0.23,0.05,0.44,0,-1,0,0,108,2025-11-08T17:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,12,Spurs,True,90,2,0,0,0.07,0.03,0.07,0,9,0,0,111,2025-11-23T16:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,13,Chelsea,False,45,0,0,0,0.00,0.01,0.31,0,5,1,0,123,2025-11-30T16:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,14,Brentford,True,90,7,0,0,0.18,0.03,0.35,1,33,0,0,131,2025-12-03T19:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,15,Aston Villa,False,85,1,0,0,0.00,0.01,1.36,0,2,1,0,141,2025-12-06T12:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,16,Wolves,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,151,2025-12-13T20:00:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,17,Everton,False,90,6,0,0,0.00,0.03,0.20,1,25,0,0,164,2025-12-20T20:00:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,18,Brighton,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,171,2025-12-27T15:00:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,19,Aston Villa,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,181,2025-12-30T20:15:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,20,Bournemouth,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,192,2026-01-03T17:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,21,Liverpool,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,201,2026-01-08T20:00:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,22,Nott'm Forest,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,217,2026-01-17T17:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,23,Man Utd,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,221,2026-01-25T16:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,24,Leeds,False,15,1,0,0,0.25,0.01,0.03,0,2,0,0,234,2026-01-31T15:00:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,25,Sunderland,True,66,6,0,0,0.03,0.02,0.17,1,18,0,0,241,2026-02-07T15:00:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,26,Brentford,False,9,1,0,0,0.00,0.00,0.33,0,2,0,0,252,2026-02-12T20:00:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,26,Wolves,False,1,1,0,0,0.00,0.01,0.17,0,-1,0,0,310,2026-02-18T20:00:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,27,Spurs,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,269,2026-02-22T16:30:00Z
Riccardo Calafiori,Arsenal,Defender,5.6,28,Chelsea,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,271,2026-03-01T16:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,1,Man Utd,False,19,0,0,0,0.00,0.00,0.66,0,-3,1,0,9,2025-08-17T15:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,2,Leeds,True,63,24,2,1,0.81,0.05,0.17,1,68,0,0,11,2025-08-23T16:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,3,Liverpool,False,90,2,0,0,0.09,0.05,0.52,0,7,0,0,25,2025-08-31T15:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,4,Nott'm Forest,True,90,8,0,0,0.30,0.02,0.20,1,37,0,0,31,2025-09-13T11:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,5,Man City,True,79,1,0,0,0.00,0.05,0.65,0,16,1,0,41,2025-09-21T15:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,6,Newcastle,False,90,2,0,0,0.53,0.21,0.61,0,10,0,0,58,2025-09-28T15:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,7,West Ham,True,90,11,0,1,0.16,0.03,0.49,1,43,0,0,61,2025-10-04T14:00:00Z
Jurriën Timber,Arsenal,Defender,6.3,8,Fulham,False,90,6,0,0,0.00,0.15,0.44,1,27,0,0,74,2025-10-18T16:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,9,Crystal Palace,True,90,6,0,0,0.00,0.04,0.47,1,25,0,0,81,2025-10-26T14:00:00Z
Jurriën Timber,Arsenal,Defender,6.3,10,Burnley,False,90,6,0,0,0.19,0.01,0.42,1,20,0,0,92,2025-11-01T15:00:00Z
Jurriën Timber,Arsenal,Defender,6.3,11,Sunderland,False,90,1,0,0,0.00,0.03,0.44,0,7,0,0,108,2025-11-08T17:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,12,Spurs,True,90,5,0,1,0.50,0.04,0.07,0,6,0,0,111,2025-11-23T16:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,13,Chelsea,False,90,2,0,0,0.30,0.03,0.79,0,8,0,0,123,2025-11-30T16:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,14,Brentford,True,46,1,0,0,0.00,0.00,0.09,0,3,0,0,131,2025-12-03T19:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,15,Aston Villa,False,90,3,0,0,0.23,0.01,2.16,0,7,0,0,141,2025-12-06T12:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,16,Wolves,True,90,2,0,0,0.19,0.02,0.38,0,7,0,0,151,2025-12-13T20:00:00Z
Jurriën Timber,Arsenal,Defender,6.3,17,Everton,False,90,6,0,0,0.46,0.07,0.20,1,26,0,0,164,2025-12-20T20:00:00Z
Jurriën Timber,Arsenal,Defender,6.3,18,Brighton,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,171,2025-12-27T15:00:00Z
Jurriën Timber,Arsenal,Defender,6.3,19,Aston Villa,True,82,9,0,1,0.30,0.01,0.67,1,28,0,0,181,2025-12-30T20:15:00Z
Jurriën Timber,Arsenal,Defender,6.3,20,Bournemouth,False,90,3,0,0,0.00,0.01,1.43,0,8,0,0,192,2026-01-03T17:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,21,Liverpool,True,90,6,0,0,0.00,0.02,0.36,1,24,0,0,201,2026-01-08T20:00:00Z
Jurriën Timber,Arsenal,Defender,6.3,22,Nott'm Forest,False,90,5,0,0,0.10,0.02,0.34,1,17,1,0,217,2026-01-17T17:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,23,Man Utd,True,90,1,0,0,0.00,0.01,0.71,0,-2,0,0,221,2026-01-25T16:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,24,Leeds,False,90,5,0,0,0.14,0.21,0.15,1,20,1,0,234,2026-01-31T15:00:00Z
Jurriën Timber,Arsenal,Defender,6.3,25,Sunderland,True,90,6,0,0,0.00,0.02,0.19,1,24,0,0,241,2026-02-07T15:00:00Z
Jurriën Timber,Arsenal,Defender,6.3,26,Brentford,False,90,2,0,0,0.00,0.10,1.51,0,15,0,0,252,2026-02-12T20:00:00Z
Jurriën Timber,Arsenal,Defender,6.3,26,Wolves,False,90,1,0,0,0.00,0.03,0.29,0,9,0,0,310,2026-02-18T20:00:00Z
Jurriën Timber,Arsenal,Defender,6.3,27,Spurs,False,56,3,0,1,0.00,0.20,0.35,0,14,1,0,269,2026-02-22T16:30:00Z
Jurriën Timber,Arsenal,Defender,6.3,28,Chelsea,True,90,8,1,0,0.41,0.01,1.05,0,25,0,0,271,2026-03-01T16:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,1,Man Utd,False,18,0,0,0,0.00,0.00,0.66,0,-1,1,0,9,2025-08-17T15:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,2,Leeds,True,26,1,0,0,0.00,0.00,0.00,0,7,0,0,11,2025-08-23T16:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,3,Liverpool,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,25,2025-08-31T15:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,4,Nott'm Forest,True,22,1,0,0,0.00,0.00,0.10,0,3,0,0,31,2025-09-13T11:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,5,Man City,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,41,2025-09-21T15:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,6,Newcastle,False,2,1,0,0,0.00,0.00,0.04,0,2,0,0,58,2025-09-28T15:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,7,West Ham,True,15,1,0,0,0.00,0.00,0.13,0,2,0,0,61,2025-10-04T14:00:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,8,Fulham,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,74,2025-10-18T16:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,9,Crystal Palace,True,2,1,0,0,0.00,0.00,0.01,0,3,0,0,81,2025-10-26T14:00:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,10,Burnley,False,1,1,0,0,0.00,0.00,0.05,0,3,0,0,92,2025-11-01T15:00:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,11,Sunderland,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,108,2025-11-08T17:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,12,Spurs,True,1,1,0,0,0.00,0.00,0.00,0,3,0,0,111,2025-11-23T16:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,13,Chelsea,False,45,0,0,0,0.00,0.02,0.48,0,-1,1,0,123,2025-11-30T16:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,14,Brentford,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,131,2025-12-03T19:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,15,Aston Villa,False,4,1,0,0,0.00,0.00,0.80,0,-1,0,0,141,2025-12-06T12:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,16,Wolves,True,59,1,0,0,0.05,0.03,0.23,0,8,0,0,151,2025-12-13T20:00:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,17,Everton,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,164,2025-12-20T20:00:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,18,Brighton,True,70,1,0,0,0.00,0.01,0.54,0,4,1,0,171,2025-12-27T15:00:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,19,Aston Villa,True,13,1,0,0,0.00,0.00,2.00,0,-1,0,0,181,2025-12-30T20:15:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,20,Bournemouth,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,192,2026-01-03T17:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,21,Liverpool,True,33,1,0,0,0.00,0.00,0.22,0,5,0,0,201,2026-01-08T20:00:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,22,Nott'm Forest,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,217,2026-01-17T17:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,23,Man Utd,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,221,2026-01-25T16:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,24,Leeds,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,234,2026-01-31T15:00:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,25,Sunderland,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,241,2026-02-07T15:00:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,26,Brentford,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,252,2026-02-12T20:00:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,26,Wolves,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,310,2026-02-18T20:00:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,27,Spurs,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,269,2026-02-22T16:30:00Z
Myles Lewis-Skelly,Arsenal,Defender,5.1,28,Chelsea,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,271,2026-03-01T16:30:00Z
