name,team,position,price,gw,opponent,home,minutes,points,goals,assists,xG,xA,xGC,CS,BPS,YC,RC,fixture_id,kickoff_time
James Justin,Leeds,Defender,3.9,19,Liverpool,False,90,6,0,0,0.00,0.00,1.96,1,23,0,0,186,2026-01-01T17:30:00Z
James Justin,Leeds,Defender,3.9,20,Man Utd,True,90,4,0,0,0.01,0.01,1.58,0,9,0,0,196,2026-01-04T12:30:00Z
James Justin,Leeds,Defender,3.9,21,Newcastle,False,90,0,0,0,0.11,0.00,2.44,0,-9,0,0,209,2026-01-07T20:15:00Z
James Justin,Leeds,Defender,3.9,22,Fulham,True,90,9,0,0,0.17,0.16,0.39,1,34,0,0,214,2026-01-17T15:00:00Z
James Justin,Leeds,Defender,3.9,23,Everton,False,90,9,1,0,0.45,0.01,0.60,0,25,0,0,226,2026-01-26T20:00:00Z
James Justin,Leeds,Defender,3.9,24,Arsenal,True,45,0,0,0,0.00,0.00,0.18,0,-4,0,0,234,2026-01-31T15:00:00Z
James Justin,Leeds,Defender,3.9,25,Nott'm Forest,True,90,7,0,1,0.14,0.59,1.33,0,34,0,0,246,2026-02-06T20:00:00Z
James Justin,Leeds,Defender,3.9,26,Chelsea,False,90,0,0,0,0.01,0.01,3.13,0,3,1,0,253,2026-02-10T19:30:00Z
James Justin,Leeds,Defender,3.9,27,Aston Villa,False,90,2,0,0,0.00,0.00,1.46,0,11,0,0,261,2026-02-21T15:00:00Z
James Justin,Leeds,Defender,3.9,28,Man City,True,86,2,0,0,0.03,0.01,2.00,0,8,0,0,276,2026-02-28T17:30:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,1,Bournemouth,True,90,1,0,0,0.00,0.01,1.70,0,8,0,0,1,2025-08-15T19:00:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,2,Newcastle,False,90,1,0,0,0.00,0.00,0.93,0,7,0,0,19,2025-08-25T19:00:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,3,Arsenal,True,90,8,0,0,0.00,0.00,0.49,1,29,0,0,25,2025-08-31T15:30:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,4,Burnley,False,90,6,0,0,0.00,0.00,0.13,1,19,0,0,34,2025-09-14T13:00:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,5,Everton,True,90,2,0,0,0.00,0.00,0.70,0,11,0,0,46,2025-09-20T11:30:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,6,Crystal Palace,False,90,2,0,0,0.00,0.00,2.92,0,21,0,0,54,2025-09-27T14:00:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,7,Chelsea,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,65,2025-10-04T16:30:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,8,Man Utd,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,75,2025-10-19T15:30:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,9,Brentford,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,84,2025-10-25T19:00:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,10,Aston Villa,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,95,2025-11-01T20:00:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,11,Man City,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,106,2025-11-09T16:30:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,12,Nott'm Forest,True,90,2,0,0,0.00,0.00,1.58,0,6,0,0,117,2025-11-22T15:00:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,13,West Ham,False,90,6,0,0,0.00,0.00,0.29,1,20,0,0,130,2025-11-30T14:05:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,14,Sunderland,True,90,3,0,0,0.00,0.00,0.41,0,14,0,0,137,2025-12-03T20:15:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,15,Leeds,False,90,1,0,0,0.00,0.00,1.51,0,2,0,0,146,2025-12-06T17:30:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,16,Brighton,True,90,7,0,0,0.00,0.01,1.90,1,27,0,0,156,2025-12-13T15:00:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,17,Spurs,False,90,3,0,0,0.00,0.00,1.07,0,13,0,0,169,2025-12-20T17:30:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,18,Wolves,True,90,3,0,0,0.00,0.00,1.07,0,12,0,0,176,2025-12-27T15:00:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,19,Leeds,True,90,6,0,0,0.00,0.00,0.68,1,25,0,0,186,2026-01-01T17:30:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,20,Fulham,False,90,1,0,0,0.00,0.00,0.75,0,-1,0,0,195,2026-01-04T15:15:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,21,Arsenal,False,90,10,0,0,0.00,0.00,0.57,1,31,0,0,201,2026-01-08T20:00:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,22,Burnley,True,90,2,0,0,0.00,0.00,0.40,0,9,0,0,215,2026-01-17T15:00:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,23,Bournemouth,False,90,1,0,0,0.00,0.00,2.35,0,8,0,0,222,2026-01-24T17:30:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,24,Newcastle,True,90,2,0,0,0.00,0.01,0.36,0,11,0,0,235,2026-01-31T20:00:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,25,Man City,True,90,1,0,0,0.00,0.00,2.91,0,10,1,0,247,2026-02-08T16:30:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,26,Sunderland,False,90,7,0,0,0.00,0.00,0.63,1,28,0,0,258,2026-02-11T20:15:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,27,Nott'm Forest,False,90,7,0,0,0.00,0.00,1.19,1,32,0,0,267,2026-02-22T14:00:00Z
Alisson Becker,Liverpool,Goalkeeper,5.4,28,West Ham,True,90,2,0,0,0.00,0.00,1.86,0,8,0,0,277,2026-02-28T15:00:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,1,Bournemouth,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,1,2025-08-15T19:00:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,2,Newcastle,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,19,2025-08-25T19:00:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,3,Arsenal,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,25,2025-08-31T15:30:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,4,Burnley,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,34,2025-09-14T13:00:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,5,Everton,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,46,2025-09-20T11:30:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,6,Crystal Palace,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,54,2025-09-27T14:00:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,7,Chelsea,False,90,2,0,0,0.00,0.00,1.00,0,16,0,0,65,2025-10-04T16:30:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,8,Man Utd,True,90,1,0,0,0.00,0.00,1.34,0,9,0,0,75,2025-10-19T15:30:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,9,Brentford,False,90,2,0,0,0.00,0.00,2.75,0,11,0,0,84,2025-10-25T19:00:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,10,Aston Villa,True,90,7,0,0,0.00,0.00,0.41,1,26,0,0,95,2025-11-01T20:00:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,11,Man City,False,90,7,0,0,0.00,0.00,1.60,0,8,0,0,106,2025-11-09T16:30:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,12,Nott'm Forest,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,117,2025-11-22T15:00:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,13,West Ham,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,130,2025-11-30T14:05:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,14,Sunderland,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,137,2025-12-03T20:15:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,15,Leeds,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,146,2025-12-06T17:30:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,16,Brighton,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,156,2025-12-13T15:00:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,17,Spurs,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,169,2025-12-20T17:30:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,18,Wolves,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,176,2025-12-27T15:00:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,19,Leeds,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,186,2026-01-01T17:30:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,20,Fulham,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,195,2026-01-04T15:15:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,21,Arsenal,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,201,2026-01-08T20:00:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,22,Burnley,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,215,2026-01-17T15:00:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,23,Bournemouth,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,222,2026-01-24T17:30:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,24,Newcastle,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,235,2026-01-31T20:00:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,25,Man City,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,247,2026-02-08T16:30:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,26,Sunderland,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,258,2026-02-11T20:15:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,27,Nott'm Forest,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,267,2026-02-22T14:00:00Z
Giorgi Mamardashvili,Liverpool,Goalkeeper,4.1,28,West Ham,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,277,2026-02-28T15:00:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,1,Bournemouth,True,59,1,0,0,0.01,0.01,0.81,0,8,0,0,1,2025-08-15T19:00:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,2,Newcastle,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,19,2025-08-25T19:00:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,3,Arsenal,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,25,2025-08-31T15:30:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,4,Burnley,False,3,4,0,1,0.08,0.01,0.00,0,14,0,0,34,2025-09-14T13:00:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,5,Everton,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,46,2025-09-20T11:30:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,6,Crystal Palace,False,16,1,0,0,0.00,0.01,0.72,0,-1,0,0,54,2025-09-27T14:00:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,7,Chelsea,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,65,2025-10-04T16:30:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,8,Man Utd,True,5,1,0,0,0.00,0.31,0.43,0,8,0,0,75,2025-10-19T15:30:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,9,Brentford,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,84,2025-10-25T19:00:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,10,Aston Villa,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,95,2025-11-01T20:00:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,11,Man City,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,106,2025-11-09T16:30:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,12,Nott'm Forest,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,117,2025-11-22T15:00:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,13,West Ham,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,130,2025-11-30T14:05:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,14,Sunderland,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,137,2025-12-03T20:15:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,15,Leeds,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,146,2025-12-06T17:30:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,16,Brighton,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,156,2025-12-13T15:00:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,17,Spurs,False,30,4,0,1,0.00,0.03,0.45,0,8,0,0,169,2025-12-20T17:30:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,18,Wolves,True,90,5,0,1,0.00,0.20,1.07,0,24,0,0,176,2025-12-27T15:00:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,19,Leeds,True,83,6,0,0,0.01,0.06,0.52,1,25,0,0,186,2026-01-01T17:30:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,20,Fulham,False,14,4,0,1,0.00,0.00,0.36,0,8,0,0,195,2026-01-04T15:15:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,21,Arsenal,False,90,6,0,0,0.00,0.01,0.57,1,19,0,0,201,2026-01-08T20:00:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,22,Burnley,True,90,2,0,0,0.24,0.33,0.40,0,15,0,0,215,2026-01-17T15:00:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,23,Bournemouth,False,58,0,0,0,0.05,0.05,0.63,0,8,0,0,222,2026-01-24T17:30:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,24,Newcastle,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,235,2026-01-31T20:00:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,25,Man City,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,247,2026-02-08T16:30:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,26,Sunderland,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,258,2026-02-11T20:15:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,27,Nott'm Forest,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,267,2026-02-22T14:00:00Z
Jeremie Frimpong,Liverpool,Defender,5.7,28,West Ham,True,13,4,0,1,0.00,0.13,0.16,0,20,0,0,277,2026-02-28T15:00:00Z
Milos Kerkez,Liverpool,Defender,5.6,1,Bournemouth,True,59,0,0,0,0.00,0.01,0.81,0,5,1,0,1,2025-08-15T19:00:00Z
Milos Kerkez,Liverpool,Defender,5.6,2,Newcastle,False,90,1,0,0,0.00,0.00,0.93,0,7,0,0,19,2025-08-25T19:00:00Z
Milos Kerkez,Liverpool,Defender,5.6,3,Arsenal,True,90,6,0,0,0.00,0.00,0.49,1,27,0,0,25,2025-08-31T15:30:00Z
Milos Kerkez,Liverpool,Defender,5.6,4,Burnley,False,37,0,0,0,0.08,0.02,0.12,0,-1,1,0,34,2025-09-14T13:00:00Z
Milos Kerkez,Liverpool,Defender,5.6,5,Everton,True,90,4,0,0,0.00,0.04,0.70,0,15,0,0,46,2025-09-20T11:30:00Z
Milos Kerkez,Liverpool,Defender,5.6,6,Crystal Palace,False,90,1,0,0,0.03,0.03,2.92,0,4,0,0,54,2025-09-27T14:00:00Z
Milos Kerkez,Liverpool,Defender,5.6,7,Chelsea,False,54,1,0,0,0.00,0.01,0.14,0,4,0,0,65,2025-10-04T16:30:00Z
Milos Kerkez,Liverpool,Defender,5.6,8,Man Utd,True,90,1,0,0,0.00,0.03,1.34,0,11,0,0,75,2025-10-19T15:30:00Z
Milos Kerkez,Liverpool,Defender,5.6,9,Brentford,False,60,6,1,0,0.60,0.02,2.37,0,11,1,0,84,2025-10-25T19:00:00Z
Milos Kerkez,Liverpool,Defender,5.6,10,Aston Villa,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,95,2025-11-01T20:00:00Z
Milos Kerkez,Liverpool,Defender,5.6,11,Man City,False,34,1,0,0,0.00,0.02,0.27,0,3,0,0,106,2025-11-09T16:30:00Z
Milos Kerkez,Liverpool,Defender,5.6,12,Nott'm Forest,True,67,1,0,0,0.18,0.12,0.91,0,11,0,0,117,2025-11-22T15:00:00Z
Milos Kerkez,Liverpool,Defender,5.6,13,West Ham,False,84,6,0,0,0.00,0.01,0.15,1,24,0,0,130,2025-11-30T14:05:00Z
Milos Kerkez,Liverpool,Defender,5.6,14,Sunderland,True,4,1,0,0,0.00,0.00,0.18,0,4,0,0,137,2025-12-03T20:15:00Z
Milos Kerkez,Liverpool,Defender,5.6,15,Leeds,False,90,1,0,0,0.02,0.04,1.51,0,2,0,0,146,2025-12-06T17:30:00Z
Milos Kerkez,Liverpool,Defender,5.6,16,Brighton,True,90,7,0,0,0.00,0.01,1.90,1,27,0,0,156,2025-12-13T15:00:00Z
Milos Kerkez,Liverpool,Defender,5.6,17,Spurs,False,90,2,0,0,0.00,0.02,1.07,0,13,0,0,169,2025-12-20T17:30:00Z
Milos Kerkez,Liverpool,Defender,5.6,18,Wolves,True,90,2,0,0,0.03,0.03,1.07,0,15,0,0,176,2025-12-27T15:00:00Z
Milos Kerkez,Liverpool,Defender,5.6,19,Leeds,True,24,1,0,0,0.00,0.01,0.16,0,6,0,0,186,2026-01-01T17:30:00Z
Milos Kerkez,Liverpool,Defender,5.6,20,Fulham,False,90,1,0,0,0.00,0.02,0.75,0,5,0,0,195,2026-01-04T15:15:00Z
Milos Kerkez,Liverpool,Defender,5.6,21,Arsenal,False,90,9,0,0,0.00,0.01,0.57,1,31,0,0,201,2026-01-08T20:00:00Z
Milos Kerkez,Liverpool,Defender,5.6,22,Burnley,True,77,1,0,0,0.00,0.13,0.30,0,19,1,0,215,2026-01-17T15:00:00Z
Milos Kerkez,Liverpool,Defender,5.6,23,Bournemouth,False,45,0,0,0,0.01,0.00,0.63,0,-2,0,0,222,2026-01-24T17:30:00Z
Milos Kerkez,Liverpool,Defender,5.6,24,Newcastle,True,90,5,0,1,0.00,0.01,0.36,0,19,0,0,235,2026-01-31T20:00:00Z
Milos Kerkez,Liverpool,Defender,5.6,25,Man City,True,90,1,0,0,0.00,0.02,2.60,0,5,0,0,247,2026-02-08T16:30:00Z
Milos Kerkez,Liverpool,Defender,5.6,26,Sunderland,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,258,2026-02-11T20:15:00Z
Milos Kerkez,Liverpool,Defender,5.6,27,Nott'm Forest,False,82,6,0,0,0.00,0.01,0.90,1,25,0,0,267,2026-02-22T14:00:00Z
Milos Kerkez,Liverpool,Defender,5.6,28,West Ham,True,90,1,0,0,0.00,0.01,1.86,0,5,0,0,277,2026-02-28T15:00:00Z
Andrew Robertson,Liverpool,Defender,5.7,1,Bournemouth,True,30,0,0,0,0.00,0.04,0.89,0,-3,0,0,1,2025-08-15T19:00:00Z
Andrew Robertson,Liverpool,Defender,5.7,2,Newcastle,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,19,2025-08-25T19:00:00Z
Andrew Robertson,Liverpool,Defender,5.7,3,Arsenal,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,25,2025-08-31T15:30:00Z
Andrew Robertson,Liverpool,Defender,5.7,4,Burnley,False,52,1,0,0,0.10,0.37,0.01,0,20,0,0,34,2025-09-14T13:00:00Z
Andrew Robertson,Liverpool,Defender,5.7,5,Everton,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,46,2025-09-20T11:30:00Z
Andrew Robertson,Liverpool,Defender,5.7,6,Crystal Palace,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,54,2025-09-27T14:00:00Z
Andrew Robertson,Liverpool,Defender,5.7,7,Chelsea,False,35,1,0,0,0.03,0.01,0.86,0,4,0,0,65,2025-10-04T16:30:00Z
Andrew Robertson,Liverpool,Defender,5.7,8,Man Utd,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,75,2025-10-19T15:30:00Z
Andrew Robertson,Liverpool,Defender,5.7,9,Brentford,False,29,1,0,0,0.00,0.01,0.39,0,7,0,0,84,2025-10-25T19:00:00Z
Andrew Robertson,Liverpool,Defender,5.7,10,Aston Villa,True,90,8,0,0,0.08,0.10,0.41,1,31,0,0,95,2025-11-01T20:00:00Z
Andrew Robertson,Liverpool,Defender,5.7,11,Man City,False,55,0,0,0,0.00,0.01,1.32,0,-2,0,0,106,2025-11-09T16:30:00Z
Andrew Robertson,Liverpool,Defender,5.7,12,Nott'm Forest,True,22,1,0,0,0.00,0.11,0.67,0,3,0,0,117,2025-11-22T15:00:00Z
Andrew Robertson,Liverpool,Defender,5.7,13,West Ham,False,5,1,0,0,0.00,0.00,0.15,0,3,0,0,130,2025-11-30T14:05:00Z
Andrew Robertson,Liverpool,Defender,5.7,14,Sunderland,True,85,2,0,0,0.00,0.04,0.23,0,12,0,0,137,2025-12-03T20:15:00Z
Andrew Robertson,Liverpool,Defender,5.7,15,Leeds,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,146,2025-12-06T17:30:00Z
Andrew Robertson,Liverpool,Defender,5.7,16,Brighton,True,12,1,0,0,0.00,0.01,0.22,0,4,0,0,156,2025-12-13T15:00:00Z
Andrew Robertson,Liverpool,Defender,5.7,17,Spurs,False,1,1,0,0,0.00,0.00,0.00,0,3,0,0,169,2025-12-20T17:30:00Z
Andrew Robertson,Liverpool,Defender,5.7,18,Wolves,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,176,2025-12-27T15:00:00Z
Andrew Robertson,Liverpool,Defender,5.7,19,Leeds,True,65,6,0,0,0.00,0.02,0.52,1,26,0,0,186,2026-01-01T17:30:00Z
Andrew Robertson,Liverpool,Defender,5.7,20,Fulham,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,195,2026-01-04T15:15:00Z
Andrew Robertson,Liverpool,Defender,5.7,21,Arsenal,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,201,2026-01-08T20:00:00Z
Andrew Robertson,Liverpool,Defender,5.7,22,Burnley,True,12,1,0,0,0.00,0.00,0.09,0,4,0,0,215,2026-01-17T15:00:00Z
Andrew Robertson,Liverpool,Defender,5.7,23,Bournemouth,False,45,1,0,0,0.00,0.06,1.71,0,0,0,0,222,2026-01-24T17:30:00Z
Andrew Robertson,Liverpool,Defender,5.7,24,Newcastle,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,235,2026-01-31T20:00:00Z
Andrew Robertson,Liverpool,Defender,5.7,25,Man City,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,247,2026-02-08T16:30:00Z
Andrew Robertson,Liverpool,Defender,5.7,26,Sunderland,False,90,8,0,0,0.01,0.13,0.63,1,30,0,0,258,2026-02-11T20:15:00Z
Andrew Robertson,Liverpool,Defender,5.7,27,Nott'm Forest,False,7,1,0,0,0.00,0.03,0.29,0,3,0,0,267,2026-02-22T14:00:00Z
Andrew Robertson,Liverpool,Defender,5.7,28,West Ham,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,277,2026-02-28T15:00:00Z
Virgil van Dijk,Liverpool,Defender,6.1,1,Bournemouth,True,90,3,0,0,0.18,0.01,1.70,0,11,0,0,1,2025-08-15T19:00:00Z
Virgil van Dijk,Liverpool,Defender,6.1,2,Newcastle,False,90,3,0,0,0.00,0.00,0.93,0,10,0,0,19,2025-08-25T19:00:00Z
Virgil van Dijk,Liverpool,Defender,6.1,3,Arsenal,True,90,8,0,0,0.00,0.02,0.49,1,29,0,0,25,2025-08-31T15:30:00Z
Virgil van Dijk,Liverpool,Defender,6.1,4,Burnley,False,90,8,0,0,0.00,0.06,0.13,1,27,0,0,34,2025-09-14T13:00:00Z
Virgil van Dijk,Liverpool,Defender,6.1,5,Everton,True,90,4,0,0,0.00,0.01,0.70,0,14,0,0,46,2025-09-20T11:30:00Z
Virgil van Dijk,Liverpool,Defender,6.1,6,Crystal Palace,False,90,2,0,0,0.00,0.02,2.92,0,9,1,0,54,2025-09-27T14:00:00Z
Virgil van Dijk,Liverpool,Defender,6.1,7,Chelsea,False,90,1,0,0,0.00,0.00,1.00,0,8,0,0,65,2025-10-04T16:30:00Z
Virgil van Dijk,Liverpool,Defender,6.1,8,Man Utd,True,90,3,0,0,0.23,0.02,1.34,0,11,0,0,75,2025-10-19T15:30:00Z
Virgil van Dijk,Liverpool,Defender,6.1,9,Brentford,False,90,3,0,0,0.00,0.03,2.75,0,7,0,0,84,2025-10-25T19:00:00Z
Virgil van Dijk,Liverpool,Defender,6.1,10,Aston Villa,True,90,5,0,0,0.00,0.02,0.41,1,23,1,0,95,2025-11-01T20:00:00Z
Virgil van Dijk,Liverpool,Defender,6.1,11,Man City,False,90,1,0,0,0.00,0.01,1.60,0,1,0,0,106,2025-11-09T16:30:00Z
Virgil van Dijk,Liverpool,Defender,6.1,12,Nott'm Forest,True,90,3,0,0,0.02,0.04,1.58,0,8,0,0,117,2025-11-22T15:00:00Z
Virgil van Dijk,Liverpool,Defender,6.1,13,West Ham,False,90,6,0,0,0.04,0.01,0.29,1,28,0,0,130,2025-11-30T14:05:00Z
Virgil van Dijk,Liverpool,Defender,6.1,14,Sunderland,True,90,4,0,0,0.10,0.03,0.41,0,12,0,0,137,2025-12-03T20:15:00Z
Virgil van Dijk,Liverpool,Defender,6.1,15,Leeds,False,90,2,0,0,0.09,0.02,1.51,0,2,1,0,146,2025-12-06T17:30:00Z
Virgil van Dijk,Liverpool,Defender,6.1,16,Brighton,True,90,6,0,0,0.00,0.01,1.90,1,25,0,0,156,2025-12-13T15:00:00Z
Virgil van Dijk,Liverpool,Defender,6.1,17,Spurs,False,90,2,0,0,0.12,0.03,1.07,0,17,0,0,169,2025-12-20T17:30:00Z
Virgil van Dijk,Liverpool,Defender,6.1,18,Wolves,True,90,2,0,0,0.00,0.08,1.07,0,14,0,0,176,2025-12-27T15:00:00Z
Virgil van Dijk,Liverpool,Defender,6.1,19,Leeds,True,90,6,0,0,0.14,0.04,0.68,1,23,0,0,186,2026-01-01T17:30:00Z
Virgil van Dijk,Liverpool,Defender,6.1,20,Fulham,False,90,1,0,0,0.00,0.11,0.75,0,7,0,0,195,2026-01-04T15:15:00Z
Virgil van Dijk,Liverpool,Defender,6.1,21,Arsenal,False,90,6,0,0,0.00,0.02,0.57,1,25,0,0,201,2026-01-08T20:00:00Z
Virgil van Dijk,Liverpool,Defender,6.1,22,Burnley,True,90,2,0,0,0.00,0.10,0.40,0,11,0,0,215,2026-01-17T15:00:00Z
Virgil van Dijk,Liverpool,Defender,6.1,23,Bournemouth,False,90,9,1,0,0.13,0.03,2.35,0,21,0,0,222,2026-01-24T17:30:00Z
Virgil van Dijk,Liverpool,Defender,6.1,24,Newcastle,True,90,4,0,0,0.05,0.01,0.36,0,10,0,0,235,2026-01-31T20:00:00Z
